KEGG_name,KEGG_classification,gene_name,count
hsa04261_Adrenergic_signaling_in_cardiomyocytes,Circulatory system,ACTC1/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ADRA1B/ADRA1D/ADRB1/ADRB2/AGTR1/AKT1/AKT2/AKT3/ATF2/ATF6B/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2A1/ATP2A2/ATP2A3/ATP2B1/ATP2B2/ATP2B3/ATP2B4/BCL2/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CACNA2D1/CACNA2D2/CACNA2D3/CACNB1/CACNB2/CACNB3/CACNB4/CACNG2/CACNG4/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CREB1/CREB3/CREB3L1/CREB3L2/CREM/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/KCNE1/KCNQ1/MAPK1/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MYH6/MYH7/MYL2/MYL4/PIK3CG/PIK3R5/PLCB1/PLCB2/PLCB3/PLCB4/POPDC2/PPP1CB/PPP1CC/PPP1R1A/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R2A/PPP2R2B/PPP2R2D/PPP2R3A/PPP2R3C/PPP2R5A/PPP2R5B/PPP2R5C/PPP2R5E/PRKACA/PRKACB/PRKCA/RAPGEF3/RAPGEF4/RPS6KA5/RYR2/SCN1B/SCN5A/SCN7A/SLC8A1/SLC8A2/SLC9A1/TNNC1/TNNT2/TPM1/TPM2/TPM3/TPM4,112
hsa04270_Vascular_smooth_muscle_contraction,Circulatory system,ACTA2/ACTG2/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ADM/ADM2/ADORA2B/ADRA1B/ADRA1D/AGTR1/ARAF/ARHGEF11/ARHGEF12/AVPR1A/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CALCRL/CALD1/CALM1/CALML4/EDN1/EDN2/GNA11/GNA12/GNA13/GNAQ/GNAS/GUCY1A2/ITPR1/ITPR2/ITPR3/KCNMA1/KCNMB1/KCNMB3/KCNMB4/MAP2K1/MAP2K2/MAPK1/MAPK3/MYH10/MYH11/MYH14/MYH9/MYL6/MYL9/MYLK/NPPA/NPPC/NPR1/NPR2/PLA2G12A/PLA2G1B/PLA2G2D/PLA2G3/PLA2G4A/PLA2G4C/PLA2G5/PLA2G6/PLCB1/PLCB2/PLCB3/PLCB4/PPP1CB/PPP1CC/PPP1R12A/PPP1R12B/PRKACA/PRKACB/PRKCA/PRKCB/PRKCD/PRKCE/PRKCG/PRKCH/PRKCQ/PRKG1/PTGIR/RAF1/RAMP1/RAMP2/RAMP3/RHOA/ROCK1/ROCK2,90
hsa04310_Wnt_signaling_pathway,Signal transduction,APC/APC2/AXIN1/BAMBI/BTRC/CACYBP/CAMK2A/CAMK2B/CAMK2G/CBY1/CCDC88C/CCND1/CCND2/CCND3/CHD8/CREBBP/CSNK1A1/CSNK2A1/CSNK2A2/CSNK2B/CTBP1/CTBP2/CTNNB1/CTNNBIP1/CTNND2/CUL1/CXXC4/DAAM1/DAAM2/DKK1/DKK2/DKK4/DVL1/DVL2/DVL3/EP300/FBXW11/FOSL1/FRAT1/FRAT2/FRZB/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GPC4/GSK3B/INVS/JUN/LEF1/LGR4/LGR5/LRP5/LRP6/MAP3K7/MAPK10/MAPK8/MAPK9/MYC/NFATC1/NFATC3/NFATC4/NLK/PLCB1/PLCB2/PLCB3/PLCB4/PORCN/PPARD/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRICKLE3/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PSEN1/RAC1/RAC2/RAC3/RHOA/RNF43/ROCK2/ROR1/ROR2/RUVBL1/RYK/SENP2/SERPINF1/SFRP4/SFRP5/SIAH1/SKP1/SMAD3/SMAD4/TBL1X/TBL1XR1/TBL1Y/TCF7/TCF7L1/TCF7L2/TLE1/TLE2/TLE3/TLE4/TLE6/TP53/VANGL1/WIF1/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B,127
hsa04330_Notch_signaling_pathway,Signal transduction,ADAM17/APH1A/APH1B/ATXN1/CIR1/CREBBP/CTBP1/CTBP2/DLL3/DTX3/DTX4/DVL1/DVL2/DVL3/EP300/HDAC1/HDAC2/HES1/HEY1/HEY2/HEYL/JAG1/JAG2/KAT2B/LFNG/MAML1/MAML3/MFNG/NCOR2/NCSTN/NOTCH1/NOTCH2/NOTCH3/PSEN1/PSEN2/PTCRA/RBPJ/RFNG/SNW1/TLE1/TLE2/TLE3/TLE4/TLE6,44
hsa04340_Hedgehog_signaling_pathway,Signal transduction,ARRB1/ARRB2/BCL2/BTRC/CCND1/CCND2/CDON/CSNK1A1/CSNK1D/CSNK1G1/CSNK1G2/CSNK1G3/CUL1/CUL3/EVC/FBXW11/GAS1/GLI1/GLI2/GLI3/GPR161/GSK3B/HHAT/IHH/IQCE/KIF3A/LRP2/MEGF8/MGRN1/PRKACA/PRKACB/PTCH1/PTCH2/SCUBE2/SHH/SMO/SMURF1/SMURF2/SPOP,39
hsa04350_TGF-beta_signaling_pathway,Signal transduction,ACVR1/ACVR1B/ACVR2A/ACVR2B/AMHR2/BAMBI/BMP2/BMP4/BMP5/BMP6/BMP7/BMP8A/BMP8B/BMPR1A/BMPR1B/BMPR2/CDKN2B/CHRD/CREBBP/CUL1/E2F4/E2F5/EMP3/EP300/FBN1/FMOD/FST/GDF5/GREM2/HAMP/ID1/ID2/ID3/ID4/IFNG/IGSF1/INHBA/INHBB/INHBC/INHBE/LTBP1/MAPK1/MAPK3/MYC/NEO1/PITX2/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/RBL1/RHOA/ROCK1/RPS6KB1/RPS6KB2/SKP1/SMAD1/SMAD2/SMAD3/SMAD4/SMAD5/SMAD6/SMAD7/SMAD9/SMURF1/SMURF2/SP1/TGFB1/TGFB2/TGFB3/TGFBR1/TGFBR2/TGIF1/THBS1/THSD4/TNF/ZFYVE16/ZFYVE9,78
hsa04360_Axon_guidance,Development and regeneration,ABL1/ABLIM1/ABLIM3/ARHGEF12/BMP7/BMPR1B/BMPR2/CAMK2A/CAMK2B/CAMK2G/CDC42/CDK5/CFL1/CXCL12/CXCR4/DCC/DPYSL2/EFNA1/EFNA2/EFNA3/EFNA4/EFNA5/EFNB1/EFNB2/EFNB3/ENAH/EPHA1/EPHA2/EPHA3/EPHA4/EPHB1/EPHB2/EPHB3/EPHB4/EPHB6/FES/FYN/FZD3/GNAI1/GNAI2/GNAI3/GSK3B/HRAS/ITGB1/KRAS/L1CAM/LIMK1/LIMK2/LRIG2/MAPK1/MAPK3/MET/MYL12A/MYL5/MYL9/NCK1/NCK2/NEO1/NFATC3/NFATC4/NRP1/NTN1/NTN3/PAK1/PAK2/PAK3/PAK4/PARD3/PARD6A/PARD6B/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG1/PLCG2/PLXNA1/PLXNA2/PLXNA3/PLXNB1/PLXNB2/PLXNB3/PLXNC1/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCA/PTCH1/PTK2/PTPN11/RAC1/RAC2/RAC3/RAF1/RASA1/RGS3/RHOA/RHOD/RND1/ROBO1/ROBO3/ROCK1/ROCK2/RRAS/RYK/SEMA3A/SEMA3C/SEMA3D/SEMA3F/SEMA3G/SEMA4A/SEMA4C/SEMA4D/SEMA4F/SEMA4G/SEMA5A/SEMA6A/SEMA6B/SEMA6C/SEMA6D/SEMA7A/SHH/SLIT2/SLIT3/SMO/SRC/SRGAP3/SSH1/SSH3/TRPC1/TRPC5/TRPC6/UNC5B/UNC5C/WNT4/WNT5A/WNT5B,141
hsa04370_VEGF_signaling_pathway,Signal transduction,AKT1/AKT2/AKT3/CASP9/CDC42/HRAS/HSPB1/KDR/KRAS/MAP2K1/MAP2K2/MAPK1/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPKAPK2/MAPKAPK3/NOS3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLA2G4A/PLA2G4C/PLCG1/PLCG2/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKCA/PRKCB/PRKCG/PTGS2/PTK2/PXN/RAC1/RAC2/RAC3/RAF1/SH2D2A/SHC2/SPHK1/SPHK2/SRC/VEGFA,50
hsa04371_Apelin_signaling_pathway,Signal transduction,ACTA2/ADCY1/ADCY10/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AGTR1/AKT1/AKT2/AKT3/BECN1/CALM1/CALML4/CAMK4/CCND1/CDH1/EGR1/GNA13/GNAI1/GNAI2/GNAI3/GNAQ/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/HDAC4/HDAC5/HRAS/ITPR1/ITPR2/ITPR3/JAG1/KLF2/KRAS/LIPE/MAP1LC3B/MAP1LC3C/MAP2K1/MAP2K2/MAPK1/MAPK3/MEF2A/MEF2C/MEF2D/MRAS/MYL2/MYL4/MYLK/NOS1/NOS2/NOS3/NOTCH3/NRF1/PDE3B/PIK3C3/PIK3CG/PIK3R4/PIK3R5/PLAT/PLCB1/PLCB2/PLCB3/PLCB4/PPARGC1A/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/PRKCE/RAF1/RPS6/RPS6KB1/RPS6KB2/RRAS/RRAS2/RYR1/RYR2/RYR3/SERPINE1/SLC8A1/SLC8A2/SLC9A1/SMAD2/SMAD3/SMAD4/SPHK1/SPHK2/SPP1/TFAM/TGFBR1/UCP1,105
hsa04380_Osteoclast_differentiation,Development and regeneration,ACP5/AKT1/AKT2/AKT3/BLNK/BTK/CAMK4/CHUK/CREB1/CSF1/CSF1R/CTSK/CYBA/CYLD/FCGR2A/FCGR2B/FCGR3B/FHL2/FOS/FOSB/FOSL1/FOSL2/FYN/GAB2/GRB2/IFNAR1/IFNAR2/IFNG/IFNGR1/IFNGR2/IKBKB/IL1A/IL1B/IL1R1/IRF9/ITGB3/JAK1/JUN/JUNB/JUND/LCK/LCP2/LILRA1/LILRA2/LILRA4/LILRA5/LILRB1/LILRB2/LILRB4/LILRB5/MAP2K1/MAP2K6/MAP2K7/MAP3K14/MAP3K7/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MITF/NCF1/NCF2/NFATC1/NFKB1/NFKB2/NFKBIA/NOX1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCG2/PPARG/PPP3CA/PPP3CB/PPP3CC/PPP3R1/RAC1/RELA/RELB/SIRPA/SIRPB1/SIRPG/SOCS1/SOCS3/SPI1/SQSTM1/STAT1/STAT2/SYK/TEC/TGFB1/TGFB2/TGFBR1/TGFBR2/TNF/TNFRSF11A/TNFSF11/TRAF2/TRAF6/TREM2/TYK2/TYROBP,110
hsa04390_Hippo_signaling_pathway,Signal transduction,ACTB/AMOT/APC/APC2/AXIN1/BIRC2/BIRC3/BIRC5/BMP2/BMP4/BMP5/BMP6/BMP7/BMP8A/BMP8B/BMPR1A/BMPR1B/BMPR2/BTRC/CCND1/CCND2/CCND3/CDH1/CRB1/CSNK1D/CTNNA1/CTNNA2/CTNNA3/CTNNB1/DLG1/DLG2/DLG3/DLG4/DLG5/DVL1/DVL2/DVL3/FBXW11/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GDF5/GLI2/GSK3B/ID1/ID2/ITGB2/LATS1/LEF1/LLGL1/LLGL2/MYC/NF2/PARD3/PARD6A/PARD6B/PPP1CB/PPP1CC/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R2A/PPP2R2B/PPP2R2D/PRKCI/RASSF1/SAV1/SERPINE1/SMAD1/SMAD2/SMAD3/SMAD4/SMAD7/SNAI2/SOX2/STK3/TCF7/TCF7L1/TCF7L2/TEAD1/TEAD3/TEAD4/TGFB1/TGFB2/TGFB3/TGFBR1/TGFBR2/TP53BP2/TP73/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B/WWC1/WWTR1/YAP1/YWHAB/YWHAE/YWHAH/YWHAQ/YWHAZ,114
hsa04392_Hippo_signaling_pathway - multiple_species,Signal transduction,DCHS1/DCHS2/FAT4/LATS1/NF2/PAK1/RASSF1/RASSF2/RASSF4/SAV1/STK3/TEAD1/TEAD3/TEAD4/WWC1/WWTR1/YAP1,17
hsa04510_Focal_adhesion,Cellular community - eukaryotes,ACTB/ACTN1/AKT1/AKT2/AKT3/ARHGAP5/BCL2/BIRC2/BIRC3/CAPN2/CAV1/CAV2/CCND1/CCND2/CCND3/CDC42/CHAD/COL1A1/COL1A2/COL2A1/COL4A2/COL4A3/COL4A4/COL4A5/COL4A6/COL6A1/COL6A2/COL6A3/COL9A1/COL9A2/COL9A3/COMP/CRK/CRKL/CTNNB1/DIAPH1/DOCK1/EGF/EGFR/ELK1/EMP1/EMP2/ERBB2/FLNA/FLNB/FLNC/FLT1/FLT4/FN1/FYN/GRB2/GSK3B/HGF/HRAS/IGF1/IGF1R/ITGA10/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGA6/ITGA7/ITGA8/ITGA9/ITGAV/ITGB1/ITGB3/ITGB4/ITGB5/ITGB7/ITGB8/JUN/KDR/LAMA3/LAMB1/LAMB2/LAMB4/LAMC1/LAMC2/LAMC3/MAP2K1/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/MET/MYL12A/MYL2/MYL5/MYL9/MYLK/PAK1/PAK2/PAK3/PAK4/PARVB/PDGFA/PDGFB/PDGFC/PDGFD/PDGFRB/PDPK1/PGF/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIP5K1A/PIP5K1B/PIP5K1C/PPP1CB/PPP1CC/PPP1R12A/PPP1R12B/PRKCA/PRKCB/PRKCG/PTEN/PTK2/PXN/RAC1/RAC2/RAC3/RAF1/RAP1A/RAP1B/RAPGEF1/RASGRF1/RELN/RHOA/ROCK1/ROCK2/SHC1/SHC2/SHC3/SOS1/SOS2/SPP1/SRC/THBS1/THBS3/THBS4/TLN2/TNC/TNN/TNR/TNXB/VASP/VAV1/VAV2/VAV3/VCL/VEGFA/VEGFB/VWF/XIAP,161
hsa04512_ECM-receptor_interaction,Signaling molecules and interaction,AGRN/CD36/CD44/CD47/CHAD/COL1A1/COL1A2/COL2A1/COL4A2/COL4A3/COL4A4/COL4A5/COL4A6/COL6A1/COL6A2/COL6A3/COL9A1/COL9A2/COL9A3/COMP/DAG1/FN1/FRAS1/GP1BA/GP5/GP6/GP9/HMMR/HSPG2/ITGA10/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGA6/ITGA7/ITGA8/ITGA9/ITGAV/ITGB1/ITGB3/ITGB4/ITGB5/ITGB7/ITGB8/LAMA3/LAMB1/LAMB2/LAMB4/LAMC1/LAMC2/LAMC3/RELN/SDC1/SDC4/SPP1/SV2A/SV2B/SV2C/THBS1/THBS3/THBS4/TNC/TNN/TNR/TNXB/VWF,68
hsa04514_Cell_adhesion_molecules,Signaling molecules and interaction,ALCAM/CADM1/CD2/CD226/CD28/CD34/CD4/CD40/CD40LG/CD58/CD6/CD80/CD86/CD8A/CDH1/CDH15/CDH2/CDH3/CDH4/CDH5/CLDN10/CLDN11/CLDN15/CLDN18/CLDN3/CLDN4/CLDN5/CLDN6/CLDN7/CNTN1/CNTNAP1/CNTNAP2/CTLA4/F11R/GLG1/ICAM1/ICAM2/ICAM3/ICOS/ITGA4/ITGA6/ITGA8/ITGA9/ITGAL/ITGAM/ITGAV/ITGB1/ITGB2/ITGB7/ITGB8/JAM2/JAM3/L1CAM/MADCAM1/MAG/MPZ/MPZL1/NCAM1/NCAM2/NEO1/NFASC/NLGN1/NLGN3/NLGN4X/NLGN4Y/NRCAM/NRXN1/NRXN2/PDCD1/PDCD1LG2/PTPRC/PTPRD/PTPRF/PTPRM/PTPRS/PVR/SDC1/SDC2/SDC3/SDC4/SELL/SELP/SELPLG/SIGLEC1/SLITRK5/SPN/VCAN/VTCN1,88
hsa04520_Adherens_junction,Cellular community - eukaryotes,ACP1/ACTB/ACTN1/BAIAP2/CDC42/CDH1/CREBBP/CSNK2A1/CSNK2A2/CSNK2B/CTNNA1/CTNNA2/CTNNA3/CTNNB1/EGFR/EP300/ERBB2/FARP2/FER/FGFR1/FYN/IGF1R/INSR/IQGAP1/LEF1/LMO7/MAP3K7/MAPK1/MAPK3/MET/NLK/PARD3/PTPN1/PTPN6/PTPRB/PTPRF/PTPRJ/PTPRM/RAC1/RAC2/RAC3/RHOA/SMAD3/SMAD4/SNAI1/SNAI2/SRC/SSX2IP/TCF7/TCF7L1/TCF7L2/TGFBR1/TGFBR2/TJP1/VCL/WAS/WASF1/WASF2/WASF3/WASL/YES1,61
hsa04530_Tight_junction,Cellular community - eukaryotes,ACTB/ACTN1/ACTR2/ACTR3/ACTR3B/AMOT/AMOTL2/ARHGAP17/ARHGEF18/ARHGEF2/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/ARPC5L/CACNA1D/CCND1/CD1A/CD1C/CD1D/CDC42/CDK4/CFTR/CLDN10/CLDN11/CLDN15/CLDN18/CLDN3/CLDN4/CLDN5/CLDN6/CLDN7/CTTN/DLG1/DLG2/DLG3/EPB41L4B/ERBB2/EZR/F11R/HCLS1/HSPA4/ITGB1/JAM2/JAM3/JUN/LLGL1/LLGL2/MAGI1/MAP2K7/MAP3K1/MAP3K5/MAPK10/MAPK8/MAPK9/MICALL2/MPDZ/MSN/MYH10/MYH11/MYH14/MYH9/MYL12A/MYL2/MYL6/MYL9/NEDD4/NEDD4L/NF2/PARD3/PARD6A/PARD6B/PCNA/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R2A/PPP2R2B/PPP2R2D/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/PRKCE/PRKCI/RAB13/RAB8A/RAB8B/RAC1/RAP1A/RAP2C/RAPGEF2/RAPGEF6/RDX/RHOA/ROCK1/ROCK2/SRC/STK11/SYMPK/SYNPO/TIAM1/TJAP1/TJP1/TJP2/TJP3/TUBA1A/TUBA1B/TUBA1C/TUBA4A/VASP/WAS,118
hsa04540_Gap_junction,Cellular community - eukaryotes,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ADRB1/CSNK1D/DRD2/EGF/EGFR/GNA11/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/GRB2/GRM1/GUCY1A2/HRAS/HTR2B/ITPR1/ITPR2/ITPR3/KRAS/LPAR1/MAP2K1/MAP2K2/MAP2K5/MAP3K2/MAPK1/MAPK3/MAPK7/PDGFA/PDGFB/PDGFC/PDGFD/PDGFRB/PLCB1/PLCB2/PLCB3/PLCB4/PRKACA/PRKACB/PRKCA/PRKCB/PRKCG/PRKG1/PRKG2/RAF1/SOS1/SOS2/SRC/TJP1/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6,65
hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells,Cellular community - eukaryotes,ACVR1/ACVR1B/ACVR2A/ACVR2B/AKT1/AKT2/AKT3/APC/APC2/AXIN1/BMP4/BMPR1A/BMPR1B/BMPR2/CTNNB1/DUSP9/DVL1/DVL2/DVL3/ESRRB/FGF2/FGFR1/FGFR2/FGFR3/FGFR4/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GRB2/GSK3B/HESX1/HOXA1/HRAS/ID1/ID2/ID3/ID4/IGF1/IGF1R/IL6ST/INHBA/INHBB/INHBC/INHBE/JAK1/JAK2/JAK3/JARID2/KLF4/KRAS/LIF/MAP2K1/MAP2K2/MAPK1/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MEIS1/MYC/NANOG/ONECUT1/PAX6/PCGF1/PCGF3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/RAF1/REST/SETDB1/SKIL/SMAD1/SMAD2/SMAD3/SMAD4/SMAD5/SMAD9/SOX2/STAT3/TBX3/TCF3/TCF7/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B/ZFHX3,104
hsa04610_Complement_and_coagulation_cascades,Immune system,A2M/BDKRB2/C1QA/C1QB/C1R/C1S/C2/C3/C3AR1/C4BPB/C5/C5AR1/C7/C8G/C9/CD46/CD55/CD59/CFB/CFD/CFH/CFI/CLU/CR1/CR2/F10/F11/F12/F13A1/F2/F2R/F2RL2/F2RL3/F3/F5/F8/ITGAM/ITGAX/ITGB2/KLKB1/MASP2/PLAT/PLAU/PLAUR/PLG/PROC/PROCR/PROS1/SERPINA1/SERPINB2/SERPINC1/SERPIND1/SERPINE1/SERPINE2/SERPINF2/SERPING1/TFPI/THBD/VSIG4/VWF,60
hsa04611_Platelet_activation,Immune system,ACTB/ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKT1/AKT2/AKT3/APBB1IP/ARHGEF12/BTK/COL1A1/COL1A2/F2/F2R/F2RL3/FCER1G/FCGR2A/FYN/GNA13/GNAI1/GNAI2/GNAI3/GNAQ/GNAS/GP1BA/GP5/GP6/GP9/GUCY1A2/ITGA2/ITGA2B/ITGB1/ITGB3/ITPR1/ITPR2/ITPR3/LCP2/LYN/MAPK1/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MYL12A/MYLK/NOS3/P2RX1/P2RY1/PIK3CA/PIK3CB/PIK3CD/PIK3CG/PIK3R1/PIK3R2/PIK3R3/PIK3R5/PLA2G4A/PLA2G4C/PLCB1/PLCB2/PLCB3/PLCB4/PLCG2/PPP1CB/PPP1CC/PPP1R12A/PRKACA/PRKACB/PRKCI/PRKG1/PRKG2/PTGIR/PTGS1/RAP1A/RAP1B/RASGRP1/RASGRP2/RHOA/ROCK1/ROCK2/SNAP23/SRC/SYK/TBXA2R/TBXAS1/TLN2/VAMP8/VASP/VWF,93
hsa04612_Antigen_processing_and_presentation,Immune system,B2M/CALR/CANX/CD4/CD74/CD8A/CIITA/CREB1/CTSB/CTSS/HSP90AA1/HSP90AB1/HSPA1L/HSPA2/HSPA4/HSPA5/HSPA6/IFNG/KIR2DL4/KIR3DL1/KLRD1/LGMN/NFYB/NFYC/PDIA3/PSME1/PSME3/RFX5/RFXANK/RFXAP/TAP1/TAP2/TNF,33
hsa04613_Neutrophil_extracellular_trap_formation,Immune system,ACTB/AGER/AKT1/AKT2/AKT3/AQP9/ATG7/AZU1/C3/C5/C5AR1/CASP1/CASP4/CLCN3/CLCN4/CLCN5/CLEC7A/CR1/CTSG/CYBA/CYBB/ELANE/FCGR2A/FCGR3B/FPR1/FPR2/FPR3/GP1BA/GSDMD/HAT1/HDAC1/HDAC11/HDAC2/HDAC3/HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HMGB1/ITGA2B/ITGAL/ITGAM/ITGB2/ITGB3/MAP2K1/MAP2K2/MAP3K7/MAPK1/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MPO/NCF1/NCF2/NFKB1/PADI4/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PLCB1/PLCB2/PLCB3/PLCB4/PLCG1/PLCG2/PPIF/PRKCA/PRKCB/PRKCG/RAC1/RAC2/RAF1/RELA/SELP/SELPLG/SIGLEC9/SLC25A4/SLC25A5/SRC/SYK/TLR2/TLR4/TLR7/TLR8/VDAC1/VDAC2/VWF,93
hsa04614_Renin-angiotensin_system,Endocrine system,ACE/ACE2/AGTR1/ANPEP/ATP6AP2/CPA3/CTSG/KLK1/KLK2/LNPEP/MME/PRCP/PREP/THOP1,14
hsa04620_Toll-like_receptor_signaling_pathway,Immune system,AKT1/AKT2/AKT3/CASP8/CD14/CD40/CD80/CD86/CHUK/CTSK/CXCL10/CXCL11/CXCL9/FADD/FOS/IFNAR1/IFNAR2/IKBKB/IL12A/IL12B/IL1B/IL6/IRAK1/IRAK4/IRF3/IRF5/IRF7/JUN/LBP/LY96/MAP2K1/MAP2K2/MAP2K4/MAP2K6/MAP2K7/MAP3K7/MAP3K8/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MYD88/NFKB1/NFKBIA/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/RAC1/RELA/RIPK1/SPP1/STAT1/TBK1/TICAM1/TLR1/TLR2/TLR3/TLR4/TLR5/TLR6/TLR7/TLR8/TNF/TOLLIP/TRAF3/TRAF6,74
hsa04621_NOD-like_receptor_signaling_pathway,Immune system,ANTXR1/ATG12/ATG16L1/ATG5/BCL2/BCL2L1/BIRC2/BIRC3/BRCC3/CARD8/CASP1/CASP4/CASP5/CASP8/CASR/CHUK/CTSB/CXCL1/CXCL2/CXCL3/CYBA/CYBB/DNM1L/FADD/GABARAPL1/GABARAPL2/GBP1/GBP2/GSDMD/HSP90AA1/HSP90AB1/IFI16/IFNAR1/IFNAR2/IKBKB/IL18/IL1B/IL6/IRAK4/IRF3/IRF7/IRF9/ITPR1/ITPR2/ITPR3/JAK1/JUN/MAP1LC3B/MAP1LC3C/MAP3K7/MAPK1/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPK8/MAPK9/MEFV/MFN1/MFN2/MYD88/NAIP/NAMPT/NEK7/NFKB1/NFKBIA/NFKBIB/NLRP1/NLRP3/NLRX1/NOD1/NOD2/OAS1/OAS2/OAS3/P2RX7/PANX1/PKN1/PKN2/PLCB1/PLCB2/PLCB3/PLCB4/PRKCD/PSTPIP1/PYCARD/RBCK1/RELA/RHOA/RIPK1/RIPK2/RNASEL/SHARPIN/STAT1/STAT2/TANK/TBK1/TICAM1/TLR4/TNF/TNFAIP3/TP53BP1/TRAF2/TRAF3/TRAF5/TRAF6/TRPM2/TRPV2/TXN/TXN2/TYK2/VDAC1/VDAC2/XIAP/YWHAE,117
hsa04622_RIG-I-like_receptor_signaling_pathway,Immune system,ADAR/ATG12/ATG5/AZI2/CASP10/CASP8/CHUK/CXCL10/CYLD/DDX3X/DHX58/FADD/IFIH1/IKBKB/IL12A/IL12B/IRF3/IRF7/ISG15/MAP3K1/MAP3K7/MAPK10/MAPK11/MAPK12/MAPK13/MAPK14/MAPK8/MAPK9/NFKB1/NFKBIA/NFKBIB/NLRX1/PIN1/RELA/RIPK1/RNF125/TANK/TBK1/TBKBP1/TNF/TRADD/TRAF2/TRAF3/TRAF6,44
hsa04623_Cytosolic_DNA-sensing_pathway,Immune system,ADAR/CASP1/CASP3/CASP7/CASP8/CHUK/CXCL10/DNASE2/DNASE2B/FADD/GSDMD/IKBKB/IL18/IL1B/IL6/IRF3/IRF7/MEFV/NFKB1/NFKBIA/NFKBIB/NLRP3/POLR1C/POLR1D/POLR2E/POLR2F/POLR2H/POLR2K/POLR2L/POLR3B/POLR3C/POLR3D/POLR3F/POLR3G/POLR3K/PYCARD/RELA/RIPK1/SAMHD1/TBK1/ZBP1,41
